x@CMN_123.fofxy_3;x@CMN_456.fofxy_3;x@CMN_789.fofxy_3;x@M1_CC.fofxy_3;x@M2_CC.fofxy_3;x@M3_CC.fofxy_3;x@M4_CC.fofxy_3;x@M5_CC.fofxy_3;x@M6_CC.fofxy_3;x@M7_CC.fofxy_3;x@M8_CC.fofxy_3;x@M9_CC.fofxy_3;temp@M1_TOP.dynamic_pn_chamber_th_2;temp@M1_P2.dynamic_pn_chamber_th_2;temp@M1_P3.dynamic_pn_chamber_th_2;temp@M1_P4.dynamic_pn_chamber_th_2;temp@M1_P5.dynamic_pn_chamber_th_2;temp@M1_P6.dynamic_pn_chamber_th_2;temp@M1_P7.dynamic_pn_chamber_th_2;temp@M1_BOTTOM.dynamic_pn_chamber_th_1;temp@M2_TOP.dynamic_pn_chamber_th_2;temp@M2_P2.dynamic_pn_chamber_th_2;temp@M2_P3.dynamic_pn_chamber_th_2;temp@M2_P4.dynamic_pn_chamber_th_2;temp@M2_P5.dynamic_pn_chamber_th_2;temp@M2_P6.dynamic_pn_chamber_th_2;temp@M2_P7.dynamic_pn_chamber_th_2;temp@M2_BOTTOM.dynamic_pn_chamber_th_5;temp@M3_TOP.dynamic_pn_chamber_th_2;temp@M3_P2.dynamic_pn_chamber_th_2;temp@M3_P3.dynamic_pn_chamber_th_2;temp@M3_P4.dynamic_pn_chamber_th_2;temp@M3_P5.dynamic_pn_chamber_th_2;temp@M3_P6.dynamic_pn_chamber_th_2;temp@M3_P7.dynamic_pn_chamber_th_2;temp@M3_BOTTOM.dynamic_pn_chamber_th_1;temp@M4_TOP.dynamic_pn_chamber_th_2;temp@M4_P2.dynamic_pn_chamber_th_2;temp@M4_P3.dynamic_pn_chamber_th_2;temp@M4_P4.dynamic_pn_chamber_th_2;temp@M4_P5.dynamic_pn_chamber_th_2;temp@M4_P6.dynamic_pn_chamber_th_2;temp@M4_P7.dynamic_pn_chamber_th_2;temp@M4_BOTTOM.dynamic_pn_chamber_th_5;temp@M5_TOP.dynamic_pn_chamber_th_2;temp@M5_P2.dynamic_pn_chamber_th_2;temp@M5_P3.dynamic_pn_chamber_th_2;temp@M5_P4.dynamic_pn_chamber_th_2;temp@M5_P5.dynamic_pn_chamber_th_2;temp@M5_P6.dynamic_pn_chamber_th_2;temp@M5_P7.dynamic_pn_chamber_th_2;temp@M5_BOTTOM.dynamic_pn_chamber_th_1;temp@M6_TOP.dynamic_pn_chamber_th_2;temp@M6_P2.dynamic_pn_chamber_th_2;temp@M6_P3.dynamic_pn_chamber_th_2;temp@M6_P4.dynamic_pn_chamber_th_2;temp@M6_P5.dynamic_pn_chamber_th_2;temp@M6_P6.dynamic_pn_chamber_th_2;temp@M6_P7.dynamic_pn_chamber_th_2;temp@M6_BOTTOM.dynamic_pn_chamber_th_5;temp@M7_TOP.dynamic_pn_chamber_th_2;temp@M7_P2.dynamic_pn_chamber_th_2;temp@M7_P3.dynamic_pn_chamber_th_2;temp@M7_P4.dynamic_pn_chamber_th_2;temp@M7_P5.dynamic_pn_chamber_th_2;temp@M7_P6.dynamic_pn_chamber_th_2;temp@M7_P7.dynamic_pn_chamber_th_2;temp@M7_BOTTOM.dynamic_pn_chamber_th_1;temp@M8_TOP.dynamic_pn_chamber_th_2;temp@M8_P2.dynamic_pn_chamber_th_2;temp@M8_P3.dynamic_pn_chamber_th_2;temp@M8_P4.dynamic_pn_chamber_th_2;temp@M8_P5.dynamic_pn_chamber_th_2;temp@M8_P6.dynamic_pn_chamber_th_2;temp@M8_P7.dynamic_pn_chamber_th_2;temp@M8_BOTTOM.dynamic_pn_chamber_th_1;temp@M0_TOP.dynamic_pn_chamber_th;temp@M0_P2.dynamic_pn_chamber_th;temp@M0_P3.dynamic_pn_chamber_th;temp@M0_P4.dynamic_pn_chamber_th;temp@M0_P5.dynamic_pn_chamber_th;temp@M0_P6.dynamic_pn_chamber_th;temp@M0_P7.dynamic_pn_chamber_th;temp@M0_BOTTOM.dynamic_pn_chamber_th;temp@M9_TOP.dynamic_pn_chamber_th_2;temp@M9_P2.dynamic_pn_chamber_th_2;temp@M9_P3.dynamic_pn_chamber_th_2;temp@M9_P4.dynamic_pn_chamber_th_2;temp@M9_P5.dynamic_pn_chamber_th_2;temp@M9_P6.dynamic_pn_chamber_th_2;temp@M9_P7.dynamic_pn_chamber_th_2;temp@M9_BOTTOM.dynamic_pn_chamber_th_1
0,053;0,226;0,328;0,769;0,686;0,674;0,474;0,392;0,325;0,602;0,413;0,126;402,1954527;401,2432873;401,29852;401,2200858;400,5425834;397,9267615;390,1743899;369,1353199;417,2385341;415,7891397;415,9190922;415,9237063;415,7683608;415,1194154;412,8883005;406,1440465;488,0504254;483,2902693;484,0036882;484,2010021;483,9805193;483,0982818;480,8279857;456,5974861;434,1092122;433,7789719;433,518963;433,4782339;433,4323804;433,5618775;431,6505037;408,3896865;408,6428018;408,2159184;408,2151354;408,2215238;408,2224226;408,2049701;407,3395987;397,5119618;519,7144198;518,7445107;518,3150984;518,0888646;518,2245745;518,8607684;516,6850063;491,6213828;662,4728751;657,1827765;657,5594865;657,6806826;657,1273511;655,4559018;647,9995584;599,3122436;465,7299159;464,378874;466,1439893;466,3606203;465,7592313;463,552508;455,3982172;439,5720458;390,3814429;391,2445732;395,2548032;392,508961;387,3866118;381,1790881;378,1141423;352,2923542;360,6515274;361,8617728;362,3122521;362,0105335;361,2143473;359,6692056;355,5108537;343,0333125
0,124;0,53;0,159;0,154;0,42;0,495;0,575;0,461;0,549;0,582;0,777;0,744;313,7223345;313,607965;313,7744379;313,74481;313,5313028;312,9641967;311,4511111;307,4306437;342,8165835;341,6497735;341,9774214;341,9862799;341,6854967;340,9170751;339,4344752;340,2768428;404,8264307;400,899959;401,5809657;401,748716;401,3641758;400,3400551;399,0158024;384,6792181;403,0787562;401,424424;401,8540748;401,9671505;401,7004333;401,3510243;400,6452933;389,5593922;419,7702789;418,7538915;418,788343;418,8181454;418,8643913;418,9408452;418,1659324;407,936363;578,9687806;575,9089924;575,8172047;575,6818036;575,9539325;576,6728275;573,6596295;544,8520087;620,5726105;614,2263047;615,1403307;615,4841544;615,2338382;614,2424976;608,8372204;567,9700326;521,2216034;517,8439574;520,1015904;520,4088426;519,7646255;517,2587285;507,8139148;486,2620069;434,7871148;441,9180073;448,3073594;446,5803593;442,7646694;436,2363275;427,6152537;382,4756344;446,3849718;446,7866077;447,9713973;447,2120134;445,1194539;441,235627;432,1183232;402,8504616
0,202;0,675;0,191;0,498;0,504;0,775;0,547;0,428;0,689;0,463;0,2;0,123;340,8995445;340,3005658;340,8406309;340,7867269;340,2292739;338,7769616;335,0732656;324,9585876;364,3761544;363,0710996;363,3941003;363,3981208;363,0771929;362,2416377;360,4874045;359,5704257;466,5679661;459,2387249;460,3243884;460,5558846;459,8564309;458,0311963;455,9028872;431,9528125;429,2585163;428,1955158;428,3207894;428,4504564;428,2641214;428,051665;426,6629375;407,1819618;416,5151506;415,6609489;415,6853177;415,706848;415,7295281;415,7594946;414,9680826;404,9558746;591,2485396;586,5866411;586,9510167;587,2359337;587,2120636;587,4332951;584,4169467;557,6845459;546,3944852;540,3052876;541,3593393;541,8232214;541,2009383;539,4325032;535,2464376;503,0626429;390,4382056;388,8796286;390,2502713;390,3401437;389,8592199;388,4105533;383,7718493;376,8710883;351,7978402;348,810792;353,2592973;351,7975205;348,7461944;344,9181861;342,3940663;328,0105582;337,568188;337,9054241;338,3862829;338,0704271;337,4426051;336,3549056;333,7162794;325,2179609
0,642;0,456;0,909;0,778;0,481;0,311;0,574;0,531;0,315;0,535;0,364;0,372;342,2622395;340,6309606;341,699536;341,9379587;341,3502489;339,5860675;335,3732248;323,543281;353,8454618;352,7279236;353,2169424;353,3140637;353,0595363;352,3062094;350,6540887;349,9939943;378,1731416;376,3130095;376,7943281;376,8934783;376,6547561;376,0188705;375,0905164;365,0774621;396,3599604;394,1710233;394,4481627;394,373282;393,7768433;393,1761806;392,72835;384,3904213;434,8876941;433,9442662;433,8287611;433,766486;433,7675556;433,8781804;432,925422;420,6426541;504,4436971;502,9231517;502,8112344;502,5737902;502,6849334;502,9727223;501,0779261;479,3128528;559,0935793;552,0224469;553,543547;554,2095904;553,6037921;551,6992305;546,831381;512,507139;416,1842293;413,6359013;415,857426;416,0410394;415,4560441;413,6153112;407,8299327;398,6579552;369,8971925;366,5625071;373,4715394;371,9407025;368,7689099;364,2939673;360,041355;340,7340446;365,1803244;365,171202;366,0951096;365,5429113;364,4245145;362,5080011;358,2419428;344,2236203
0,341;0,998;0,094;0,901;0,867;0,928;0,798;0,612;0,339;0,372;0,276;0,227;369,4323193;367,8297335;368,9435619;368,9919038;368,0665819;365,5496262;359,4088159;342,4282665;407,8715846;405,2856472;405,9349969;405,990666;405,3985034;403,8858336;400,7604464;399,5347784;522,0290499;513,0838557;514,3627122;514,5117878;513,5833858;511,2796445;508,2669106;476,2418788;479,6580883;477,8640822;478,081738;478,3138449;478,1899883;478,0310511;475,6629924;449,017811;464,2575464;462,9441467;462,974073;463,0026237;463,037525;463,0809336;461,6434737;445,101571;501,7737053;500,1300964;500,2407328;500,2351419;500,2426749;500,2560639;498,1445855;477,3113434;514,0660647;510,0001262;510,9428426;511,285134;510,8587626;509,5705386;505,8306733;478,6902903;412,1197508;410,6997623;411,9936969;412,1089478;411,6132801;410,0337047;404,8603512;395,2502206;368,0189869;367,2843412;371,4111267;369,8112856;366,5647087;362,2188347;358,701241;337,9765748;357,0892223;357,5982347;358,1472147;357,7476189;356,8859853;355,3736392;351,6245053;339,6008913
0,722;0,881;0,917;0,673;0,546;0,714;0,464;0,526;0,694;0,52;0,309;0,168;337,5157588;336,2255904;337,1256528;337,3163866;336,8027185;335,2855857;331,5615145;321,0653095;357,7784238;356,2987719;356,8580083;356,9689655;356,6491841;355,7355396;353,8679106;354,2145287;442,9088574;436,3408023;437,6441108;437,9157584;437,1675919;435,2723846;433,360667;411,9562864;414,2942231;413,3220696;413,311978;413,2544144;412,5889309;411,9359822;410,6613088;394,1319255;441,1361705;440,3612915;440,0640384;439,9073154;439,8431323;439,9827255;439,0377853;426,7640605;581,4951822;576,24222;576,9253642;577,3896446;577,5667041;577,7209562;575,149326;551,1756486;542,6063264;535,1615888;536,4833197;537,1299897;536,5999755;534,8886995;531,1910657;499,7803206;390,9688197;388,3497797;390,137171;390,358022;389,9212392;388,3894404;383,3954922;376,7315945;345,4559677;341,6272568;346,1254832;345,0262501;342,659885;339,5289823;337,2454245;328,1337415;336,4486385;336,3450527;336,8507976;336,514222;335,8974427;334,8461589;332,3906088;324,0956549
0,348;0,168;0,03;0,549;0,27;0,277;0,511;0,229;0,389;0,232;0,476;0,319;336,0426289;335,3840704;336,175987;336,2851645;335,7376517;334,2467684;330,5566708;320,6831889;339,560956;339,1560045;339,3437618;339,3595577;339,2346614;338,8653948;337,907144;336,1167004;371,1720249;369,6191196;369,9605105;369,9804102;369,7163752;369,0957727;368,2242371;359,5034894;377,068128;375,9638936;376,192861;376,3568846;376,562445;376,7115822;376,4707015;369,9885033;367,253102;367,8598298;367,5331842;367,3590729;367,2283011;367,2696686;366,9030897;362,3236194;490,8446057;488,9118208;489,0186371;489,1016418;489,2381327;489,4521897;487,7139367;470,5658324;487,7196862;485,91594;486,120405;486,2021221;486,1762728;485,9534824;483,6198148;463,2171306;460,6667349;459,6526823;460,6056972;460,7964389;460,4504083;458,8731124;452,4377936;436,5780143;389,5165498;398,7479334;399,4681593;398,0803636;395,5211293;391,5596797;387,6159136;357,5531439;388,5926231;389,7280741;389,9175494;389,6856726;388,894634;387,0572289;381,7356291;364,7565754
0,296;0,249;0,892;0,273;0,069;0,03;0,289;0,575;0,549;0,411;0,706;0,955;313,2763742;312,925415;313,3238332;313,3965559;313,1550612;312,4683174;310,7218922;305,9831858;311,3283332;311,2928061;311,3415874;311,3442569;311,3247578;311,2495218;310,9638218;309,8789467;312,414081;312,3081763;312,3361207;312,3398625;312,3291468;312,294811;312,1997303;310,7596793;359,9499522;357,015743;356,5317693;355,6451238;354,4040538;353,4841004;354,0873672;348,3102655;448,1815183;447,7365967;447,2141759;447,0317507;447,0209528;447,3939964;446,4497444;434,1290556;591,0035384;588,1909829;588,1754526;588,165986;588,3941311;588,8174888;584,426738;552,8797074;613,2517496;609,3600109;609,8244964;610,0125843;609,7982158;608,9842857;602,5866144;562,7602482;544,3709685;542,2520562;544,7532927;544,8732367;544,0843757;541,4898918;531,1257902;505,9590129;472,1383188;480,5602476;490,3563589;487,7337882;482,3484448;473,5030369;460,9238767;393,5718769;488,4401501;489,2233131;490,9701898;489,9745883;486,9577659;481,4216092;468,9078093;430,5183657
0,588;0,94;0,486;0,706;0,683;0,603;0,679;0,49;0,33;0,522;0,48;0,205;340,8596306;339,4953154;340,440746;340,6371491;340,0773337;338,4463524;334,4603908;323,2746874;369,1556237;367,166409;367,864253;368,0043488;367,5886061;366,408102;364,094829;365,11056;433,2057927;428,2272514;429,2613247;429,4657354;428,902406;427,4167056;425,6535069;406,7369414;425,8717009;424,0273205;424,4721122;424,6748485;424,5318185;424,2300808;423,2779345;409,0139361;427,8374338;426,8959219;426,8525205;426,8279802;426,8379529;426,8916744;426,0100839;414,2826639;505,5714078;503,9354973;503,91517;503,7503584;503,8496513;504,0690138;502,1861206;480,5228782;549,734112;542,9511689;544,4600599;545,0819696;544,4952649;542,6602659;538,1210193;505,3164739;416,2673261;412,8829113;415,4641106;415,7996272;415,1415097;412,9157787;406,0258514;396,832702;353,9220664;349,9544779;355,5284039;354,1530584;351,1737769;347,2762222;344,4165598;336,2432116;342,8595321;342,9166183;343,5409693;343,1332885;342,3804339;341,1152979;338,21303;328,6220939
0,697;0,865;0,309;0,164;0,41;0,185;0,107;0,232;0,205;0,41;0,631;0,614;303,652821;303,3202091;303,5707427;303,6373707;303,5348083;303,1692938;302,2503142;299,7876026;323,8020225;322,524653;323,0429051;323,1897973;322,9707625;322,2511146;320,9773508;323,7446341;336,3249243;335,2299456;335,6176075;335,7278917;335,5890345;335,1747655;334,5949842;329,033976;331,4951499;331,3637837;331,2071633;331,0829747;330,5236117;330,0391707;329,671798;324,8224571;362,6573608;362,75741;362,3928405;362,2027475;362,1808005;362,3689273;362,2419241;358,0461415;449,0614273;448,3276273;448,0720781;447,7606097;447,8636241;448,2369047;447,3759429;432,061547;497,9080433;492,9981574;494,343921;494,8486465;494,5596203;493,4480129;490,264376;466,553153;430,422928;425,6802049;429,0308072;429,3587253;428,6191256;426,2520538;419,4745686;409,6214557;373,3187014;368,6947022;378,0259298;376,3505809;373,3901071;368,9700662;364,5144372;347,7452823;380,0824777;378,8613564;380,3343357;379,5694031;378,0088841;375,5054654;370,5893634;353,3224627
0,546;0,962;0,122;0,533;0,483;0,54;0,563;0,835;0,795;0,969;0,679;0,785;330,6694144;329,8405564;330,5779381;330,7290911;330,3116602;329,0686748;325,9079071;317,1741506;351,1887124;349,9714261;350,453067;350,5431443;350,2550462;349,4424141;347,7599323;348,0405591;417,7839995;413,4660173;414,3312611;414,4680729;413,9227396;412,5898322;411,0925863;394,7434843;433,4062498;430,836464;430,2506291;429,5021139;428,0096297;426,8671776;425,7911305;408,6307272;530,5505138;529,5577556;528,8176088;528,5148005;528,5002032;528,9928665;526,5906223;504,3450893;688,7923935;683,732126;683,8074506;683,7774317;684,0691301;684,6081749;677,9316834;633,1380122;720,8563354;711,4552345;712,5670529;713,0977828;712,7317222;711,165722;701,94657;642,8556665;556,8293385;554,6614545;556,2931518;556,510562;555,8851269;553,5113048;543,3076904;516,3196107;472,6489384;485,0834295;490,7012066;488,5311855;483,7008018;475,617037;464,4060177;395,9671629;481,9290741;483,5297691;484,56306;483,7536348;481,3190245;476,6289823;464,8853994;428,6794284
0,655;0,811;0,465;0,568;0,33;0,44;0,355;0,394;0,591;0,604;0,746;0,681;328,058335;326,9534447;327,7275144;327,9103037;327,518613;326,2940687;323,2954855;314,8545512;336,2007092;335,4639935;335,8181011;335,8947537;335,7254611;335,2072508;334,0523754;333,654387;384,8154353;381,4359952;382,2638063;382,4592977;382,0633125;380,9945335;379,7768049;367,3353283;378,2624468;377,3428455;377,2942541;377,179642;376,5417755;375,9451877;375,2680165;365,4215388;412,7972807;412,7685792;412,1378536;411,8493781;411,8144681;412,1718183;411,7984944;403,7315246;579,2042417;575,5193678;575,7517057;575,7756093;575,9946344;576,3989277;573,4209804;546,2956301;599,6709091;591,9443458;593,4441653;594,0617001;593,6645975;592,1608169;586,9489377;548,0186474;483,6068257;478,7237568;481,9583177;482,3350844;481,5435838;478,8070949;469,9218409;453,8647413;405,8992356;403,8513654;413,0764289;411,2019955;407,3970697;401,5259479;394,9435114;366,9217271;411,0644018;410,4128604;411,7865408;411,0364212;409,1663899;405,9763135;399,1562091;376,1619359
0,283;0,238;0,776;0,612;0,689;0,543;0,343;0,32;0,377;0,576;0,634;0,567;344,7336451;343,8455618;344,6326208;344,6650157;344,0258582;342,314393;338,1139377;326,7398559;377,926215;376,014635;376,5691824;376,6274579;376,1397472;374,9050038;372,4378926;372,5380864;433,574665;429,6294942;430,3639068;430,4441653;429,9509212;428,7357031;426,9741812;408,9880654;393,8528452;393,7966296;393,6707704;393,773827;393,643994;393,631217;392,5304821;377,2234881;386,0610036;385,6670463;385,565945;385,5297109;385,5178164;385,5350843;385,0479727;378,1359625;528,9306698;527,1589324;526,9303144;526,7135722;527,0217716;527,6447292;525,4716391;500,9208116;621,130733;615,0093824;615,8189752;616,1186108;615,7038776;614,3636751;608,6263238;567,2403011;490,8305318;488,0990453;490,3233438;490,5869639;489,9675456;487,6328893;479,0071649;461,1016563;413,1754912;416,4738085;422,4877914;420,7380921;417,0359704;411,2161259;404,414655;369,5614159;415,308145;415,8135034;416,8111438;416,1897674;414,5610554;411,533293;404,3337017;381,1813191
0,703;0,043;0,914;0,791;0,658;0,443;0,421;0,578;0,618;0,369;0,096;0,014;356,1495148;355,0870288;356,2300244;356,4015821;355,640802;353,4841887;348,1136416;333,6833311;382,4954804;380,9836422;381,5428153;381,606168;381,1865253;380,05387;377,6305234;376,2180495;427,2993508;424,6714285;425,1231983;425,1327061;424,7233473;423,7862001;422,3100962;406,682358;418,902539;417,6029067;417,0370797;416,5494272;415,8047896;415,2531673;413,6929798;395,349871;449,3992006;448,5081063;448,3939698;448,2009144;448,1199502;448,1610068;446,9637544;433,5037449;583,907008;580,0167907;580,1436612;580,3131977;580,6087612;581,0616045;577,8282732;550,3406398;558,1618439;555,1279268;555,1322502;555,0996504;554,7919289;553,8162927;549,9885621;518,4094369;382,0874413;381,3444494;382,2037614;382,2736187;381,9513621;380,8816877;376,9144387;370,5463856;348,8730588;346,6612743;350,0368286;348,2117932;344,8733009;341,0334036;339,564224;323,4833061;327,66057;328,1822886;328,4297438;328,2705785;327,8700847;327,1024458;324,9784825;318,5764681
0,644;0,349;0,857;0,909;0,726;0,738;0,754;0,592;0,344;0,511;0,529;0,567;359,8516248;358,1239493;359,3560638;359,5684129;358,7557295;356,4617838;350,8936969;335,3833793;386,7066844;384,7379647;385,3961899;385,4944203;385,0419269;383,8111202;381,2291541;380,3999843;474,4474425;468,0261776;469,140577;469,2952055;468,5309901;466,6666347;464,3630493;439,7702613;453,9567791;452,1050772;452,4187202;452,5929811;452,4064536;452,1500577;450,4881848;430,5213378;455,3461351;454,0375683;454,0632242;454,0891298;454,1311438;454,1912586;452,929855;437,8506294;524,0703512;522,5260894;522,3835515;522,172473;522,2973721;522,6380519;520,3117933;495,5945523;586,6477068;580,8618142;581,8673832;582,2348732;581,7521994;580,2885612;575,2107492;538,2926233;466,8046906;464,04184;466,4193267;466,619999;465,9481859;463,7191761;456,0986318;441,1039828;404,0923203;403,8656972;411,244254;409,4480367;405,7084707;399,9760289;393,5608239;361,2661242;405,145795;405,178915;406,3452103;405,6660028;403,9918139;401,0319605;394,4000745;372,8413218
0,609;0,84;0,883;0,095;0,117;0,214;0,19;0,26;0,452;0,347;0,369;0,268;299,9228167;299,7324217;299,8952878;299,9379023;299,8733037;299,6381491;299,0357471;297,3919558;305,9185391;305,5797727;305,7535381;305,8017416;305,7324117;305,4985111;305,0302997;305,6468475;330,4498983;328,9242428;329,3938328;329,5292729;329,3343428;328,7888811;328,1607346;322,8088234;334,4848645;333,7260205;333,7474193;333,6765604;333,054546;332,4856882;332,2592864;328,7793565;371,5793107;371,7029818;371,2611524;371,0165859;370,9576794;371,1633175;371,0259623;366,3804325;484,4750374;481,4722386;482,0334501;482,3798608;482,4603465;482,450076;481,0928389;467,4324436;460,6919521;456,2201899;457,4609961;457,9857495;457,6340364;456,433312;453,7926679;434,201242;379,2555201;376,4515437;378,5771372;378,8243414;378,3583385;376,8044491;372,1523162;366,6129059;338,8390796;335,1784515;340,3980073;339,428324;337,5224171;334,851054;332,5325365;325,6581135;337,2997955;336,9658281;337,6555446;337,2383198;336,5145862;335,3320355;332,8327304;324,1912387
0,711;0,984;0,775;0,326;0,275;0,265;0,326;0,417;0,403;0,158;0,194;0,182;312,4650932;311,8421026;312,2952583;312,4110283;312,2115179;311,5352505;309,8542482;305,1581405;322,3927475;321,6966896;322,0297834;322,1159742;321,9747573;321,5168267;320,5764396;321,2618442;348,3646886;346,5637798;347,0926722;347,2357431;347,0141073;346,3961697;345,6340179;338,3525245;355,75584;354,4617627;354,6302009;354,5854075;353,8458188;353,159636;352,85906;347,9987383;401,8906959;401,2070587;401,1334224;401,0732085;401,0673941;401,1533267;400,5796843;391,8475022;447,484262;444,471906;445,1187367;445,6729445;445,7010561;445,5345093;444,6616893;435,5584344;392,3205817;390,3938037;391,0085234;391,2614962;391,0542499;390,3958819;388,9200283;378,4201607;348,7338506;347,1179893;348,4905005;348,6044084;348,2891135;347,3067482;344,4173836;341,0425825;325,7543267;322,9526037;326,8924823;326,1565279;324,7382887;322,7808378;321,1307322;314,7890224;324,5160771;324,314933;324,8238287;324,499176;323,9756557;323,1339564;321,3491569;315,1561814
0,172;0,173;0,314;0,517;0,583;0,627;0,549;0,665;0,521;0,574;0,356;0,56;358,7408528;358,5329591;358,8863731;358,7450526;358,1277061;356,4105338;351,6074865;338,6848076;387,519269;386,2178741;386,4459563;386,4164119;386,1210189;385,2938924;383,2865655;380,1035627;470,3380027;465,6680197;466,1980576;466,2950242;465,8726838;464,7840681;462,8972645;441,3356105;445,0731905;443,4343008;443,2477812;442,9539212;442,2818373;441,7642522;439,5892404;416,8475484;472,1449964;470,638094;470,6635956;470,7051609;470,7744517;470,8785031;469,35162;452,6422718;576,1909604;573,7573707;573,5923406;573,445507;573,5656316;574,0541111;570,6497929;541,7235157;664,9554685;660,1999779;660,2388479;660,2492568;660,0233793;659,1275786;652,412135;604,798451;483,6341953;483,1645876;484,1015398;484,2345585;483,9587586;482,7402996;476,6715208;458,8035295;431,6204941;441,950282;445,1319635;443,7982106;440,7314584;435,2958525;427,7211851;371,6626814;439,1763654;440,6603261;441,30465;440,8820204;439,3531588;436,1409965;427,4747215;400,2047651
0,254;0,476;0,632;0,75;0,578;0,841;0,693;0,884;0,62;0,357;0,258;0,177;362,5982346;361,5378793;362,3927877;362,332138;361,5045381;359,3129665;353,8082528;338,7256435;382,3936945;381,0069807;381,3357462;381,3328282;381,001394;380,1137366;378,1000373;375,5652734;495,1069899;487,0794588;488,1057895;488,2329406;487,4455473;485,5582571;483,2043344;455,7800117;468,0588832;465,5182633;465,4979385;465,1858301;464,1143341;463,1697131;460,9292262;436,5182527;527,1829654;524,3693051;524,4222428;524,492438;524,6271949;524,8591445;522,685549;498,7683142;582,270954;577,8638217;578,2244927;578,5500375;578,5815507;578,6448703;575,3520138;548,4350279;533,0220758;528,5848885;529,3087755;529,6298817;529,1457619;527,7454397;523,6937453;494,1203841;408,0523644;406,2936581;407,9639606;408,0648678;407,5007471;405,8011824;400,2827585;391,375159;364,2091051;361,0578695;366,5572636;364,858133;361,2807122;356,6920791;353,34913;334,9089545;348,7983225;349,2214261;349,8669837;349,4724735;348,6655013;347,2703024;343,9184557;333,2153299
0,969;0,06;0,243;0,081;0,24;0,169;0,332;0,562;0,285;0,265;0,551;0,631;300,7972559;300,7208513;300,8814804;300,91646;300,8397536;300,5912273;299,9149811;298,2001591;316,9299918;316,3593725;316,6600563;316,7256128;316,549215;316,0473449;315,0927913;316,2816917;338,2907222;337,3679794;337,6304644;337,6667423;337,4696499;337,0190829;336,4569328;331,4318569;383,396902;381,1220063;380,42314;379,3826643;378,157035;377,2291383;377,1835726;366,708799;434,7993582;433,782818;433,715242;433,671171;433,6981824;433,8272417;432,8863807;420,6713659;456,7917579;455,5704679;455,5181068;455,5051724;455,6357302;455,9266903;454,701965;440,3758372;502,6179129;500,4242485;500,5502672;500,6157949;500,6348066;500,5366756;498,2279158;476,46179;475,1958985;473,7674545;475,1467929;475,3672244;475,0499928;473,5172222;466,8546256;449,9926458;414,1361198;422,4185553;426,1540099;425,2062099;422,8682813;418,2017701;410,9200589;368,4153814;429,2616184;430,0938473;430,986511;430,4217955;428,7625981;425,5121438;417,5506099;392,1358629
0,913;0,488;0,905;0,009;0,284;0,486;0,398;0,247;0,475;0,598;0,687;0,577;296,0054095;295,9541251;296,0168745;296,0326418;296,0058554;295,913171;295,6628349;295,1030441;315,1029388;314,1891869;314,5667145;314,6711669;314,4810224;313,9048073;312,9098571;315,2208558;376,8406933;372,6967548;373,7250024;373,989285;373,4368571;372,0579635;370,8136316;358,3471927;369,9036546;368,8907653;369,1659542;369,2877817;369,1003421;368,7810424;368,4272626;361,0034268;375,3637286;375,5888765;374,9904665;374,7320655;374,6885947;375,0045077;375,0469816;370,659802;544,6384356;541,9541331;541,9767655;541,8454856;542,0456664;542,4889194;540,2022931;516,0099335;584,7740662;576,9332719;578,5182987;579,1808132;578,7347407;577,1097146;572,1719961;535,1787506;463,621344;458,9351874;462,0345496;462,4175118;461,6717537;459,0768165;450,8376881;437,1155562;390,3518219;387,3524468;395,6022639;393,9397499;390,563353;385,4384596;380,0138306;358,5828583;392,5502196;391,971893;393,2009119;392,5150089;390,9390274;388,2700634;382,5676023;363,2927644
0,832;0,072;0,676;0,54;0,795;0,748;0,473;0,56;0,642;0,464;0,71;0,925;339,8835449;339,4016338;340,1665339;340,2676877;339,7518274;338,3043024;334,4665804;324,2126843;390,746864;388,5437698;389,2660573;389,3434807;388,7124194;387,1209323;384,0588567;384,6452444;496,5060808;490,6034093;491,3766062;491,3113314;490,3430458;488,3406708;485,7572692;459,1198245;437,0835086;436,3048758;436,0454892;435,9477251;435,4114851;435,0974001;432,8454593;410,1309287;451,8347997;451,39822;451,2448443;451,0109338;450,89796;450,931773;449,5974401;435,9038221;610,896706;607,1499852;607,2192784;607,3216771;607,6086056;608,0971682;603,824222;571,285698;636,2127116;632,2156228;632,3059587;632,3900456;632,4410353;632,2802817;626,7006837;585,13459;564,4289893;563,5110866;564,59883;564,8758384;564,6921573;563,2679613;554,4443608;525,4284779;486,0660542;509,1708646;511,0641843;510,6895508;508,6419471;502,8351504;490,2323349;404,6746729;522,0627996;524,6681329;525,3860853;524,7617671;522,4834296;517,231886;502,9845947;460,0676226
